NomeMun;SiglaUF;DIVUR_N3;Latitude;Longitude
Romaria;MG;Monte Carmelo;-18,88;-47,58
Rosário da Limeira;MG;Muriaé;-20,97;-42,51
Rubelita;MG;Salinas;-16,4;-42,26
Rubim;MG;Almenara;-16,37;-40,53
Sabará;MG;Belo Horizonte;-19,88;-43,8
Sabinópolis;MG;Guanhães;-18,66;-43,08
Sacramento;MG;Uberaba;-19,86;-47,44
Salinas;MG;Salinas;-16,17;-42,29
Salto da Divisa;MG;Eunápolis;-16;-39,94
Santa Bárbara;MG;Belo Horizonte;-19,95;-43,41
Santa Bárbara do Leste;MG;Caratinga;-19,97;-42,14
Santa Bárbara do Monte Verde;MG;Juiz de Fora;-21,95;-43,7
Santa Bárbara do Tugúrio;MG;Barbacena;-21,24;-43,55
Santa Cruz de Minas;MG;São João del Rei;-21,12;-44,22
Santa Cruz de Salinas;MG;Salinas;-16,09;-41,74
Santa Cruz do Escalvado;MG;Ponte Nova;-20,23;-42,81
Santa Efigênia de Minas;MG;Governador Valadares;-18,82;-42,44
Santa Fé de Minas;MG;Pirapora;-16,69;-45,41
Santa Helena de Minas;MG;Águas Formosas;-16,98;-40,68
Santa Juliana;MG;Uberlândia;-19,3;-47,52
Santa Luzia;MG;Belo Horizonte;-19,77;-43,85
Santa Margarida;MG;Manhuaçu;-20,38;-42,25
Santa Maria de Itabira;MG;Itabira;-19,44;-43,11
Santa Maria do Salto;MG;Almenara;-16,24;-40,14
Santa Maria do Suaçuí;MG;Guanhães;-18,19;-42,41
Santana da Vargem;MG;Varginha;-21,24;-45,5
Santana de Cataguases;MG;Cataguases;-21,28;-42,55
Santana de Pirapama;MG;Belo Horizonte;-19;-44,04
Santana do Deserto;MG;Juiz de Fora;-21,95;-43,16
Santana do Garambéu;MG;Barbacena;-21,6;-44,1
Santana do Jacaré;MG;Belo Horizonte;-20,89;-45,13
Santana do Manhuaçu;MG;Manhuaçu;-20,1;-41,92
Santana do Paraíso;MG;Ipatinga - Coronel Fabriciano - Timóteo;-19,36;-42,56
Santana do Riacho;MG;Belo Horizonte;-19,16;-43,71
Santana dos Montes;MG;Conselheiro Lafaiete;-20,78;-43,69
Santa Rita de Caldas;MG;Poços de Caldas;-22,02;-46,33
Santa Rita de Jacutinga;MG;Volta Redonda - Barra Mansa;-22,14;-44,09
Santa Rita de Minas;MG;Caratinga;-19,87;-42,13
Santa Rita de Ibitipoca;MG;Barbacena;-21,56;-43,91
Santa Rita do Itueto;MG;Governador Valadares;-19,36;-41,38
Santa Rita do Sapucaí;MG;Pouso Alegre;-22,25;-45,7
Santa Rosa da Serra;MG;Araxá;-19,53;-45,96
Santa Vitória;MG;Ituiutaba;-18,83;-50,12
Santo Antônio do Amparo;MG;Lavras;-20,94;-44,91
Santo Antônio do Aventureiro;MG;Além Paraíba;-21,75;-42,81
Santo Antônio do Grama;MG;Ponte Nova;-20,31;-42,6
Santo Antônio do Itambé;MG;Diamantina;-18,46;-43,3
Santo Antônio do Jacinto;MG;Almenara;-16,53;-40,17
Santo Antônio do Monte;MG;Divinópolis;-20,08;-45,29
Santo Antônio do Retiro;MG;Janaúba;-15,33;-42,62
Santo Antônio do Rio Abaixo;MG;Itabira;-19,22;-43,25
Santo Hipólito;MG;Curvelo;-18,29;-44,22
Santos Dumont;MG;Juiz de Fora;-21,45;-43,55
São Bento Abade;MG;Três Corações;-21,58;-45,07
São Brás do Suaçuí;MG;Congonhas;-20,62;-43,94
São Domingos das Dores;MG;Caratinga;-19,52;-42,01
São Domingos do Prata;MG;João Monlevade;-19,86;-42,96
São Félix de Minas;MG;Governador Valadares;-18,59;-41,48
São Francisco;MG;Montes Claros;-15,94;-44,86
São Francisco de Paula;MG;Belo Horizonte;-20,71;-44,98
São Francisco de Sales;MG;Iturama;-19,86;-49,77
São Francisco do Glória;MG;Muriaé;-20,78;-42,26
São Geraldo;MG;Ubá;-20,92;-42,83
São Geraldo da Piedade;MG;Governador Valadares;-18,83;-42,28
São Geraldo do Baixio;MG;Governador Valadares;-18,9;-41,36
São Gonçalo do Abaeté;MG;Patos de Minas;-18,33;-45,83
São Gonçalo do Pará;MG;Divinópolis;-19,98;-44,85
São Gonçalo do Rio Abaixo;MG;Itabira;-19,82;-43,36
São Gonçalo do Sapucaí;MG;Varginha;-21,89;-45,59
São Gotardo;MG;Patos de Minas;-19,31;-46,04
São João Batista do Glória;MG;Passos;-20,64;-46,5
São João da Lagoa;MG;Montes Claros;-16,85;-44,35
São João da Mata;MG;Pouso Alegre;-21,93;-45,92
São João da Ponte;MG;Montes Claros;-15,92;-44
São João das Missões;MG;Januária;-14,88;-44,09
São João del Rei;MG;São João del Rei;-21,13;-44,26
São João do Manhuaçu;MG;Manhuaçu;-20,39;-42,15
São João do Manteninha;MG;Mantena;-18,72;-41,16
São João do Oriente;MG;Ipatinga - Coronel Fabriciano - Timóteo;-19,33;-42,15
São João do Pacuí;MG;Montes Claros;-16,54;-44,51
São João do Paraíso;MG;Salinas;-15,31;-42,01
São João Evangelista;MG;Guanhães;-18,54;-42,76
São João Nepomuceno;MG;Juiz de Fora;-21,54;-43,01
São Joaquim de Bicas;MG;Belo Horizonte;-20,04;-44,27
São José da Barra;MG;Passos;-20,71;-46,31
São José da Lapa;MG;Belo Horizonte;-19,7;-43,95
São José da Safira;MG;Governador Valadares;-18,32;-42,14
São José da Varginha;MG;Pará de Minas;-19,71;-44,55
São José do Alegre;MG;Itajubá;-22,32;-45,52
São José do Divino;MG;Governador Valadares;-18,47;-41,38
São José do Goiabal;MG;Ipatinga - Coronel Fabriciano - Timóteo;-19,92;-42,7
São José do Jacuri;MG;Guanhães;-18,27;-42,67
São José do Mantimento;MG;Manhuaçu;-20;-41,74
São Lourenço;MG;São Lourenço;-22,11;-45,05
São Miguel do Anta;MG;Viçosa;-20,7;-42,71
São Pedro da União;MG;Guaxupé;-21,12;-46,61
São Pedro dos Ferros;MG;Ponte Nova;-20,17;-42,52
São Pedro do Suaçuí;MG;Guanhães;-18,36;-42,6
São Romão;MG;Montes Claros;-16,36;-45,06
São Roque de Minas;MG;Piumhi;-20,24;-46,36
São Sebastião da Bela Vista;MG;Pouso Alegre;-22,15;-45,75
São Sebastião da Vargem Alegre;MG;Muriaé;-21,07;-42,63
São Sebastião do Anta;MG;Caratinga;-19,49;-41,98
São Sebastião do Maranhão;MG;Guanhães;-18,08;-42,57
São Sebastião do Oeste;MG;Divinópolis;-20,27;-45
São Sebastião do Paraíso;MG;São Sebastião do Paraíso;-20,91;-46,99
São Sebastião do Rio Preto;MG;Itabira;-19,29;-43,17
São Sebastião do Rio Verde;MG;São Lourenço;-22,21;-44,97
São Tiago;MG;São João del Rei;-20,91;-44,5
São Tomás de Aquino;MG;São Sebastião do Paraíso;-20,78;-47,09
São Thomé das Letras;MG;Três Corações;-21,72;-44,98
São Vicente de Minas;MG;São João del Rei;-21,71;-44,44
Sapucaí-Mirim;MG;São José dos Campos;-22,74;-45,74
Sardoá;MG;Governador Valadares;-18,78;-42,36
Sarzedo;MG;Belo Horizonte;-20,03;-44,14
Setubinha;MG;Teófilo Otoni;-17,72;-42,27
Sem-Peixe;MG;Ponte Nova;-20,1;-42,83
Senador Amaral;MG;Cambuí;-22,58;-46,17
Senador Cortes;MG;Bicas;-21,8;-42,94
Senador Firmino;MG;Ubá;-20,91;-43,09
Senador José Bento;MG;Pouso Alegre;-22,16;-46,17
Senador Modestino Gonçalves;MG;Diamantina;-17,94;-43,22
Senhora de Oliveira;MG;Conselheiro Lafaiete;-20,79;-43,34
Senhora do Porto;MG;Guanhães;-18,89;-43,08
Senhora dos Remédios;MG;Barbacena;-21,02;-43,58
Sericita;MG;Ponte Nova;-20,47;-42,48
Seritinga;MG;Caxambu;-21,9;-44,51
Serra Azul de Minas;MG;Guanhães;-18,36;-43,17
Serra da Saudade;MG;Belo Horizonte;-19,43;-45,79
Serra dos Aimorés;MG;Teófilo Otoni;-17,78;-40,24
Serra do Salitre;MG;Patrocínio;-19,11;-46,69
Serrania;MG;Alfenas;-21,54;-46,04
Serranópolis de Minas;MG;Janaúba;-15,82;-42,87
Serranos;MG;Caxambu;-21,89;-44,51
Serro;MG;Diamantina;-18,6;-43,37
Sete Lagoas;MG;Belo Horizonte;-19,46;-44,24
Silveirânia;MG;Juiz de Fora;-21,15;-43,21
Silvianópolis;MG;Pouso Alegre;-22,02;-45,83
Simão Pereira;MG;Juiz de Fora;-21,96;-43,31
Simonésia;MG;Manhuaçu;-20,12;-42
Sobrália;MG;Governador Valadares;-19,23;-42,09
Soledade de Minas;MG;São Lourenço;-22,06;-45,04
Tabuleiro;MG;Juiz de Fora;-21,35;-43,24
Taiobeiras;MG;Salinas;-15,8;-42,23
Taparuba;MG;Manhuaçu;-19,75;-41,61
Tapira;MG;Araxá;-19,92;-46,82
Tapiraí;MG;Bambuí;-19,88;-46,02
Taquaraçu de Minas;MG;Belo Horizonte;-19,67;-43,68
Tarumirim;MG;Governador Valadares;-19,28;-42
Teixeiras;MG;Viçosa;-20,65;-42,85
Teófilo Otoni;MG;Teófilo Otoni;-17,85;-41,5
Timóteo;MG;Ipatinga - Coronel Fabriciano - Timóteo;-19,58;-42,64
Tiradentes;MG;São João del Rei;-21,11;-44,17
Tiros;MG;Patos de Minas;-19;-45,96
Tocantins;MG;Ubá;-21,17;-43,01
Tocos do Moji;MG;Pouso Alegre;-22,37;-46,09
Toledo;MG;Bragança Paulista;-22,74;-46,37
Tombos;MG;Muriaé;-20,9;-42,02
Três Corações;MG;Três Corações;-21,69;-45,25
Três Marias;MG;Curvelo;-18,2;-45,24
Três Pontas;MG;Varginha;-21,36;-45,51
Tumiritinga;MG;Governador Valadares;-18,97;-41,64
Tupaciguara;MG;Uberlândia;-18,59;-48,7
Turmalina;MG;Turmalina;-17,28;-42,73
Turvolândia;MG;Pouso Alegre;-21,87;-45,78
Ubá;MG;Ubá;-21,12;-42,94
Ubaí;MG;Montes Claros;-16,28;-44,77
Ubaporanga;MG;Caratinga;-19,63;-42,1
Uberaba;MG;Uberaba;-19,74;-47,93
Uberlândia;MG;Uberlândia;-18,91;-48,27
Umburatiba;MG;Águas Formosas;-17,25;-40,57
Unaí;MG;Unaí;-16,35;-46,9
União de Minas;MG;Iturama;-19,53;-50,33
Uruana de Minas;MG;Unaí;-16,06;-46,25
Urucânia;MG;Ponte Nova;-20,35;-42,73
Urucuia;MG;Brasília;-16,13;-45,74
Vargem Alegre;MG;Caratinga;-19,6;-42,29
Vargem Bonita;MG;Piumhi;-20,32;-46,36
Vargem Grande do Rio Pardo;MG;Salinas;-15,4;-42,3
Varginha;MG;Varginha;-21,55;-45,43
Varjão de Minas;MG;Patos de Minas;-18,37;-46,03
Várzea da Palma;MG;Pirapora;-17,59;-44,73
Varzelândia;MG;Montes Claros;-15,7;-44,02
Vazante;MG;Patos de Minas;-17,98;-46,9
Verdelândia;MG;Janaúba;-15,58;-43,6
Veredinha;MG;Turmalina;-17,39;-42,73
Veríssimo;MG;Uberaba;-19,66;-48,3
Vermelho Novo;MG;Caratinga;-20,03;-42,26
Vespasiano;MG;Belo Horizonte;-19,69;-43,92
Viçosa;MG;Viçosa;-20,75;-42,88
Vieiras;MG;Muriaé;-20,86;-42,24
Mathias Lobato;MG;Governador Valadares;-18,59;-41,9
Virgem da Lapa;MG;Araçuaí;-16,8;-42,34
Virgínia;MG;São Lourenço;-22,33;-45,09
Virginópolis;MG;Governador Valadares;-18,82;-42,7
Virgolândia;MG;Governador Valadares;-18,47;-42,3
Visconde do Rio Branco;MG;Ubá;-21,01;-42,84
Volta Grande;MG;Além Paraíba;-21,77;-42,53
Wenceslau Braz;MG;Itajubá;-22,53;-45,36
Água Clara;MS;Três Lagoas;-20,44;-52,87
Alcinópolis;MS;Campo Grande;-18,32;-53,7
Amambai;MS;Dourados;-23,1;-55,22
Anastácio;MS;Aquidauana;-20,48;-55,8
Anaurilândia;MS;Nova Andradina;-22,18;-52,71
Angélica;MS;Nova Andradina;-22,15;-53,77
Antônio João;MS;Ponta Porã;-22,19;-55,94
Aparecida do Taboado;MS;Santa Fé do Sul;-20,08;-51,09
Aquidauana;MS;Aquidauana;-20,47;-55,78
Aral Moreira;MS;Ponta Porã;-22,93;-55,63
Bandeirantes;MS;Campo Grande;-19,91;-54,36
Bataguassu;MS;Presidente Prudente;-21,71;-52,42
Batayporã;MS;Nova Andradina;;
Bela Vista;MS;Ponta Porã;-22,1;-56,52
Bodoquena;MS;Aquidauana;-20,53;-56,71
Bonito;MS;Aquidauana;-21,12;-56,48
Brasilândia;MS;Três Lagoas;-21,25;-52,03
Caarapó;MS;Dourados;-22,63;-54,82
Camapuã;MS;Campo Grande;-19,53;-54,04
Campo Grande;MS;Campo Grande;-20,44;-54,64
Caracol;MS;Ponta Porã;-22,01;-57,02
Cassilândia;MS;Campo Grande;-19,11;-51,73
Chapadão do Sul;MS;Campo Grande;-18,79;-52,62
Corguinho;MS;Campo Grande;-19,83;-54,82
Coronel Sapucaia;MS;Dourados;-23,27;-55,52
Corumbá;MS;Corumbá;-19;-57,65
Costa Rica;MS;Campo Grande;-18,54;-53,12
Coxim;MS;Campo Grande;-18,5;-54,76
Deodápolis;MS;Dourados;-22,27;-54,16
Dois Irmãos do Buriti;MS;Campo Grande;-20,68;-55,29
Douradina;MS;Dourados;-22,04;-54,61
Dourados;MS;Dourados;-22,22;-54,8
Eldorado;MS;Mundo Novo;-23,78;-54,28
Fátima do Sul;MS;Dourados;-22,37;-54,51
Figueirão;MS;Campo Grande;;
Glória de Dourados;MS;Dourados;-22,41;-54,23
Guia Lopes da Laguna;MS;Aquidauana;-21,45;-56,11
Iguatemi;MS;Mundo Novo;-23,68;-54,56
Inocência;MS;Campo Grande;-19,72;-51,93
Itaporã;MS;Dourados;-22,07;-54,78
Itaquiraí;MS;Naviraí;-23,47;-54,18
Ivinhema;MS;Dourados;-22,3;-53,81
Japorã;MS;Mundo Novo;-23,89;-54,4
Jaraguari;MS;Campo Grande;-20,14;-54,39
Jardim;MS;Aquidauana;-21,48;-56,13
Jateí;MS;Dourados;-22,48;-54,3
Juti;MS;Dourados;-22,86;-54,6
Ladário;MS;Corumbá;-19;-57,6
Laguna Carapã;MS;Dourados;-22,54;-55,15
Maracaju;MS;Dourados;-21,61;-55,16
Miranda;MS;Aquidauana;-20,24;-56,37
Mundo Novo;MS;Mundo Novo;-23,93;-54,27
Naviraí;MS;Naviraí;-23,06;-54,19
Nioaque;MS;Aquidauana;-21,13;-55,83
Nova Alvorada do Sul;MS;Campo Grande;-21,46;-54,38
Nova Andradina;MS;Nova Andradina;-22,23;-53,34
Novo Horizonte do Sul;MS;Dourados;-22,66;-53,86
Paranaíba;MS;Campo Grande;-19,67;-51,19
Paranhos;MS;Dourados;-23,89;-55,43
Pedro Gomes;MS;Campo Grande;-18,1;-54,55
Ponta Porã;MS;Ponta Porã;-22,53;-55,72
Porto Murtinho;MS;Aquidauana;-21,69;-57,88
Ribas do Rio Pardo;MS;Campo Grande;-20,44;-53,75
Rio Brilhante;MS;Dourados;-21,8;-54,54
Rio Negro;MS;Campo Grande;-19,44;-54,98
Rio Verde de Mato Grosso;MS;Campo Grande;-18,91;-54,84
Rochedo;MS;Campo Grande;-19,95;-54,89
Santa Rita do Pardo;MS;Presidente Prudente;-21,3;-52,83
São Gabriel do Oeste;MS;Campo Grande;-19,39;-54,56
Sete Quedas;MS;Dourados;-23,97;-55,03
Selvíria;MS;Andradina;-20,36;-51,41
Sidrolândia;MS;Campo Grande;-20,93;-54,96
Sonora;MS;Campo Grande;-17,57;-54,75
Tacuru;MS;Dourados;-23,63;-55,01
Taquarussu;MS;Nova Andradina;-22,48;-53,35
Terenos;MS;Campo Grande;-20,44;-54,86
Três Lagoas;MS;Três Lagoas;-20,75;-51,67
Vicentina;MS;Dourados;-22,4;-54,43
Acorizal;MT;Cuiabá;-15,2;-56,36
Água Boa;MT;Água Boa;-14,05;-52,15
Alta Floresta;MT;Alta Floresta;-9,87;-56,08
Alto Araguaia;MT;Rondonópolis;-17,31;-53,21
Alto Boa Vista;MT;São Félix do Araguaia;-11,67;-51,38
Alto Garças;MT;Rondonópolis;-16,94;-53,52
Alto Paraguai;MT;Diamantino;-14,51;-56,48
Alto Taquari;MT;Rondonópolis;-17,82;-53,28
Apiacás;MT;Alta Floresta;-9,54;-57,44
Araguaiana;MT;Barra do Garças;-15,73;-51,83
Araguainha;MT;Rondonópolis;-16,85;-53,03
Araputanga;MT;Araputanga;-15,47;-58,35
Arenápolis;MT;Diamantino;-14,45;-56,84
Aripuanã;MT;Juína;-10,16;-59,45
Barão de Melgaço;MT;Cuiabá;-16,27;-55,95
Barra do Bugres;MT;Cuiabá;-15,07;-57,18
Barra do Garças;MT;Barra do Garças;-15,89;-52,25
Bom Jesus do Araguaia;MT;São Félix do Araguaia;;
Brasnorte;MT;Tangará da Serra;-12,15;-57,97
Cáceres;MT;Cáceres;-16,07;-57,67
Campinápolis;MT;Água Boa;-14,51;-52,89
Campo Novo do Parecis;MT;Tangará da Serra;-13,67;-57,89
Campo Verde;MT;Cuiabá;-15,54;-55,16
Campos de Júlio;MT;Vilhena;-13,89;-59,14
Canabrava do Norte;MT;São Félix do Araguaia;-11,05;-51,83
Canarana;MT;Água Boa;-13,55;-52,16
Carlinda;MT;Alta Floresta;-9,95;-55,83
Castanheira;MT;Juína;-11,13;-58,6
Chapada dos Guimarães;MT;Cuiabá;-15,46;-55,75
Cláudia;MT;Sinop;-11,51;-54,89
Cocalinho;MT;Água Boa;-14,39;-50,99
Colíder;MT;Sinop;-10,81;-55,45
Colniza;MT;Juína;;
Comodoro;MT;Vilhena;-13,66;-59,78
Confresa;MT;Confresa;-10,64;-51,56
Conquista D'Oeste;MT;Pontes e Lacerda;;
Cotriguaçu;MT;Juína;-9,85;-58,41
Cuiabá;MT;Cuiabá;-15,59;-56,09
Curvelândia;MT;Cáceres;;
Denise;MT;Cuiabá;-14,74;-57,05
Diamantino;MT;Diamantino;-14,4;-56,44
Dom Aquino;MT;Jaciara;-15,81;-54,91
Feliz Natal;MT;Sinop;-12,38;-54,92
Figueirópolis D'Oeste;MT;Araputanga;-15,44;-58,74
Gaúcha do Norte;MT;Água Boa;-13,24;-53,08
General Carneiro;MT;Barra do Garças;-15,71;-52,75
Glória D'Oeste;MT;Mirassol d'Oeste;-15,76;-58,35
Guarantã do Norte;MT;Peixoto de Azevedo;-9,78;-54,91
Guiratinga;MT;Rondonópolis;-16,34;-53,75
Indiavaí;MT;Araputanga;-15,49;-58,57
Ipiranga do Norte;MT;Sorriso;;
Itanhangá;MT;Sorriso;;
Itaúba;MT;Sinop;-11,06;-55,27
Itiquira;MT;Rondonópolis;-17,2;-54,15
Jaciara;MT;Jaciara;-15,96;-54,96
Jangada;MT;Cuiabá;-15,23;-56,48
Jauru;MT;Araputanga;-15,34;-58,86
Juara;MT;Juara;-11,25;-57,52
Juína;MT;Juína;-11,37;-58,74
Juruena;MT;Juína;-10,31;-58,35
Juscimeira;MT;Jaciara;-16,05;-54,88
Lambari D'Oeste;MT;Cáceres;-15,32;-58
Lucas do Rio Verde;MT;Sorriso;-13,05;-55,91
Luciara;MT;São Félix do Araguaia;-11,22;-50,66
Vila Bela da Santíssima Trindade;MT;Pontes e Lacerda;-15;-59,95
Marcelândia;MT;Sinop;-11,13;-54,59
Matupá;MT;Peixoto de Azevedo;-10,05;-54,93
Mirassol d'Oeste;MT;Mirassol d'Oeste;-15,67;-58,09
Nobres;MT;Cuiabá;-14,72;-56,32
Nortelândia;MT;Diamantino;-14,45;-56,8
Nossa Senhora do Livramento;MT;Cuiabá;-15,77;-56,34
Nova Bandeirantes;MT;Alta Floresta;-9,81;-57,86
Nova Nazaré;MT;Água Boa;;
Nova Lacerda;MT;Pontes e Lacerda;-14,47;-59,6
Nova Santa Helena;MT;Sinop;;
Nova Brasilândia;MT;Cuiabá;-14,95;-54,96
Nova Canaã do Norte;MT;Sinop;-10,55;-55,95
Nova Mutum;MT;Cuiabá;-13,83;-56,08
Nova Olímpia;MT;Tangará da Serra;-14,79;-57,28
Nova Ubiratã;MT;Sorriso;-12,99;-55,25
Nova Xavantina;MT;Barra do Garças;-14,67;-52,35
Novo Mundo;MT;Peixoto de Azevedo;-9,95;-55,19
Novo Horizonte do Norte;MT;Juara;-11,41;-57,35
Novo São Joaquim;MT;Barra do Garças;-14,9;-53,01
Paranaíta;MT;Alta Floresta;-9,66;-56,47
Paranatinga;MT;Primavera do Leste;-14,43;-54,05
Novo Santo Antônio;MT;São Félix do Araguaia;;
Pedra Preta;MT;Rondonópolis;-16,62;-54,47
Peixoto de Azevedo;MT;Peixoto de Azevedo;-10,22;-54,98
Planalto da Serra;MT;Cuiabá;-14,65;-54,77
Poconé;MT;Cuiabá;-16,25;-56,62
Pontal do Araguaia;MT;Barra do Garças;-15,93;-52,31
Ponte Branca;MT;Barra do Garças;-16,76;-52,83
Pontes e Lacerda;MT;Pontes e Lacerda;-15,22;-59,33
Porto Alegre do Norte;MT;Confresa;-10,87;-51,63
Porto dos Gaúchos;MT;Juara;-11,53;-57,41
Porto Esperidião;MT;Mirassol d'Oeste;-15,85;-58,46
Porto Estrela;MT;Cuiabá;-15,32;-57,22
Poxoréo;MT;Primavera do Leste;-15,83;-54,38
Primavera do Leste;MT;Primavera do Leste;-15,52;-54,34
Querência;MT;Água Boa;-12,47;-52,37
São José dos Quatro Marcos;MT;Mirassol d'Oeste;-15,62;-58,17
Reserva do Cabaçal;MT;Araputanga;-15,08;-58,46
Ribeirão Cascalheira;MT;Água Boa;-12,94;-51,82
Ribeirãozinho;MT;Barra do Garças;-16,48;-52,69
Rio Branco;MT;Cáceres;-15,24;-58,11
Santa Carmem;MT;Sinop;-11,91;-55,22
Santo Afonso;MT;Cuiabá;-14,49;-57
São José do Povo;MT;Rondonópolis;-16,46;-54,25
São José do Rio Claro;MT;Cuiabá;-13,44;-56,72
São José do Xingu;MT;Confresa;-10,8;-52,74
São Pedro da Cipa;MT;Jaciara;-16;-54,92
Rondolândia;MT;Ji-Paraná;;
Rondonópolis;MT;Rondonópolis;-16,47;-54,63
Rosário Oeste;MT;Cuiabá;-14,83;-56,42
Santa Cruz do Xingu;MT;Confresa;;
Salto do Céu;MT;Cáceres;-15,13;-58,12
Santa Rita do Trivelato;MT;Cuiabá;;
Santa Terezinha;MT;Vila Rica;-10,47;-50,5
Santo Antônio do Leste;MT;Primavera do Leste;;
Santo Antônio do Leverger;MT;Cuiabá;-15,86;-56,07
São Félix do Araguaia;MT;São Félix do Araguaia;-11,61;-50,66
Sapezal;MT;Tangará da Serra;-12,98;-58,76
Serra Nova Dourada;MT;São Félix do Araguaia;;
Sinop;MT;Sinop;-11,86;-55,5
Sorriso;MT;Sorriso;-12,54;-55,71
Tabaporã;MT;Juara;-10,8;-56,62
Tangará da Serra;MT;Tangará da Serra;-14,61;-57,48
Tapurah;MT;Sorriso;-12,77;-56,55
Terra Nova do Norte;MT;Sinop;-10,51;-55,23
Tesouro;MT;Rondonópolis;-16,07;-53,55
Torixoréu;MT;Barra do Garças;-16,19;-52,55
União do Sul;MT;Sinop;-11,53;-54,35
Vale de São Domingos;MT;Pontes e Lacerda;;
Várzea Grande;MT;Cuiabá;-15,64;-56,13
Vera;MT;Sinop;-12,3;-55,31
Vila Rica;MT;Vila Rica;-10,01;-51,11
Nova Guarita;MT;Sinop;-10,31;-55,41
Nova Marilândia;MT;Diamantino;-14,36;-56,96
Nova Maringá;MT;Diamantino;-13,02;-57,07
Nova Monte Verde;MT;Alta Floresta;-9,98;-57,53
Abaetetuba;PA;Abaetetuba;-1,71;-48,88
Abel Figueiredo;PA;Marabá;-4,95;-48,39
Acará;PA;Belém;-1,96;-48,19
Afuá;PA;Macapá;-0,15;-50,38
Água Azul do Norte;PA;Redenção;-6,79;-50,46
Alenquer;PA;Santarém;-1,94;-54,73
Almeirim;PA;Almeirim;-1,52;-52,58
Altamira;PA;Altamira;-3,2;-52,2
Anajás;PA;Belém;-0,98;-49,94
Ananindeua;PA;Belém;-1,36;-48,37
Anapu;PA;Altamira;-3,47;-51,19
Augusto Corrêa;PA;Bragança;-1,02;-46,64
Aurora do Pará;PA;Castanhal;-2,13;-47,56
Aveiro;PA;Santarém;-3,6;-55,33
Bagre;PA;Breves;-1,9;-50,16
Baião;PA;Cametá;-2,79;-49,67
Bannach;PA;Redenção;-7,34;-50,39
Barcarena;PA;Belém;-1,5;-48,62
Belém;PA;Belém;-1,45;-48,5
Belterra;PA;Santarém;-2,63;-54,93
Benevides;PA;Belém;-1,36;-48,24
Bom Jesus do Tocantins;PA;Marabá;-5,05;-48,6
Bonito;PA;Capanema;-1,36;-47,3
Bragança;PA;Bragança;-1,06;-46,77
Brasil Novo;PA;Altamira;-3,26;-52,66
Brejo Grande do Araguaia;PA;Marabá;-5,69;-48,41
Breu Branco;PA;Tucuruí;-4;-49,46
Breves;PA;Breves;-1,68;-50,48
Bujaru;PA;Belém;-1,51;-48,04
Cachoeira do Piriá;PA;Capanema;-1,67;-46,52
Cachoeira do Arari;PA;Belém;-1,01;-48,96
Cametá;PA;Cametá;-2,24;-49,49
Canaã dos Carajás;PA;Parauapebas;-6,49;-49,87
Capanema;PA;Capanema;-1,19;-47,18
Capitão Poço;PA;Capitão Poço;-1,74;-47,06
Castanhal;PA;Castanhal;-1,29;-47,92
Chaves;PA;Macapá;-0,16;-49,98
Colares;PA;Belém;-0,93;-48,28
Conceição do Araguaia;PA;Redenção;-8,25;-49,26
Concórdia do Pará;PA;Belém;-1,99;-47,94
Cumaru do Norte;PA;Redenção;-7,82;-50,77
Curionópolis;PA;Parauapebas;-6,09;-49,54
Curralinho;PA;Breves;-1,81;-49,79
Curuá;PA;Santarém;-1,88;-55,11
Curuçá;PA;Belém;-0,73;-47,85
Dom Eliseu;PA;Açailândia;-4,28;-47,5
Eldorado dos Carajás;PA;Marabá;-6,1;-49,35
Faro;PA;Santarém;-2,17;-56,74
Floresta do Araguaia;PA;Redenção;-7,55;-49,71
Garrafão do Norte;PA;Capitão Poço;-1,93;-47,05
Goianésia do Pará;PA;Marabá;-3,84;-49,09
Gurupá;PA;Macapá;-1,4;-51,64
Igarapé-Açu;PA;Castanhal;-1,12;-47,61
Igarapé-Miri;PA;Abaetetuba;-1,97;-48,96
Inhangapi;PA;Castanhal;-1,43;-47,91
Ipixuna do Pará;PA;Paragominas;-2,55;-47,49
Irituia;PA;Castanhal;-1,76;-47,43
Itaituba;PA;Itaituba;-4,27;-55,98
Itupiranga;PA;Marabá;-5,13;-49,32
Jacareacanga;PA;Itaituba;-6,22;-57,75
Jacundá;PA;Marabá;-4,45;-49,11
Juruti;PA;Santarém;-2,15;-56,09
Limoeiro do Ajuru;PA;Cametá;-1,89;-49,38
Mãe do Rio;PA;Castanhal;-2,06;-47,55
Magalhães Barata;PA;Castanhal;-0,79;-47,59
Marabá;PA;Marabá;-5,36;-49,11
Maracanã;PA;Castanhal;-0,76;-47,45
Marapanim;PA;Castanhal;-0,71;-47,69
Marituba;PA;Belém;-1,35;-48,34
Medicilândia;PA;Altamira;-3,44;-52,88
Melgaço;PA;Breves;-1,8;-50,71
Mocajuba;PA;Cametá;-2,58;-49,5
Moju;PA;Abaetetuba;-1,88;-48,76
Monte Alegre;PA;Santarém;-2;-54,06
Muaná;PA;Belém;-1,52;-49,21
Nova Esperança do Piriá;PA;Capitão Poço;-2,26;-46,96
Nova Ipixuna;PA;Marabá;-4,92;-49,07
Nova Timboteua;PA;Capanema;-1,2;-47,38
Novo Progresso;PA;Itaituba;-7,14;-55,38
Novo Repartimento;PA;Tucuruí;-4,33;-49,79
Óbidos;PA;Santarém;-1,91;-55,51
Oeiras do Pará;PA;Cametá;-2;-49,85
